name,rarity,faceConvertedManaCost,colors,originalType,printings,uuid
"Wylie Duke, Atiin Hero",rare,,"G, W",Legendary Creature — Human Ranger,"OTJ, POTJ",698e6144-a907-577d-babc-9511c405e2d8
"Jaya Ballard, Task Mage",rare,,R,Legendary Creature — Human Spellshaper,"PD2, PLST, PMPS08, PRES, PRM, TSP, TSR",96eae1c3-003b-5975-b76a-88eefa38d920
"Caesar, Legion's Emperor",mythic,,"B, R, W",Legendary Creature — Human Soldier,PIP,759ca3de-1758-59a2-bad8-d65070984712
"Dogmeat, Ever Loyal",mythic,,"G, R, W",Legendary Creature — Dog,PIP,0ec1782b-4274-5d6e-9b22-4fb3fb53d6ba
Dr. Madison Li,mythic,,"R, U, W",Legendary Creature — Human Scientist,PIP,d7bf6ff2-0a77-5640-a8ce-c649c8a2b8c2
The Wise Mothman,mythic,,"B, G, U",Legendary Creature — Insect Mutant,PIP,c9e712fb-2e1c-572e-be7a-815bf9582581
"Preston Garvey, Minuteman",mythic,,"G, R, W",Legendary Creature — Human Soldier,PIP,ba075f2f-9db0-52e1-bc3f-e62533ca58e9
"Aradesh, the Founder",rare,,W,Legendary Creature — Human Soldier,PIP,9745cf29-661a-597d-be64-0a969e0f91ca
Commander Sofia Daguerre,uncommon,,W,Legendary Creature — Human Pilot,PIP,70ddf5ea-2ddc-503b-ba47-72130e232129
Overseer of Vault 76,rare,,W,Legendary Creature — Human Advisor,PIP,57c28f22-e294-5996-b0a7-8d2d507a092e
"Sierra, Nuka's Biggest Fan",rare,,W,Legendary Creature — Human Citizen,PIP,207a0ca1-2604-5796-800b-6688c51cd1bc
"James, Wandering Dad // Follow Him",rare,3.0,U,Legendary Creature — Human Scientist,PIP,a3a240da-ef0d-5ce3-8ef8-08da21b7e172
"Jason Bright, Glowing Prophet",rare,,U,Legendary Creature — Zombie Mutant Advisor,PIP,6e0c58c1-b068-5a63-ae3f-aa769e0d834f
"Piper Wright, Publick Reporter",rare,,U,Legendary Creature — Human Detective,PIP,79df93fd-5d37-5252-8d40-fd82cc3adb8f
"Butch DeLoria, Tunnel Snake",uncommon,,B,Legendary Creature — Human Rogue,PIP,452d0964-24b2-5f30-bdaf-a5bcd76ab925
"Hancock, Ghoulish Mayor",rare,,B,Legendary Creature — Zombie Mutant Advisor,PIP,3134aec0-d496-55b4-bbed-06ef8835f294
"Duchess, Wayward Tavernkeep",rare,,R,Legendary Creature — Human Citizen,PIP,a01791c9-2cde-55ed-9ff6-b07e44a3c54f
Ian the Reckless,uncommon,,R,Legendary Creature — Human Warrior,PIP,2eccbe20-3abb-5038-bbb1-06acb4827beb
"Veronica, Dissident Scribe",rare,,R,Legendary Creature — Human Artificer Rogue,PIP,aa1b01e6-c52a-521d-9bc1-04fb3dbce329
"Harold and Bob, First Numens",rare,,G,Legendary Creature — Treefolk Mutant,PIP,30ac44df-ca1d-5dbd-8110-b9a34105e479
"Lily Bowen, Raging Grandma",rare,,G,Legendary Creature — Mutant Warrior,PIP,22fdfb42-6454-5e17-b3ce-0922074d9976
"Strong, the Brutish Thespian",rare,,G,Legendary Creature — Mutant Berserker,PIP,01a9dfa4-d955-58fd-8910-ffad27b336aa
Agent Frank Horrigan,rare,,"B, G",Legendary Creature — Mutant Warrior,PIP,ecfef169-295a-5ab3-8691-f54ed70af086
Arcade Gannon,rare,,"U, W",Legendary Creature — Human Doctor,PIP,82bdaa14-8585-5719-a41f-8589e2632799
"Cait, Cage Brawler",rare,,"G, R",Legendary Creature — Human Warrior,PIP,098d34ae-bbb3-57b8-bf50-578b7035f5ef
"Cass, Hand of Vengeance",rare,,"R, W",Legendary Creature — Human Ranger,PIP,099ddf6b-01cd-5490-91b3-02cad5feb72a
Colonel Autumn,rare,,"B, W",Legendary Creature — Human Soldier,PIP,d81d105a-9ef9-52cc-9ecd-d4b45b25a977
"Craig Boone, Novac Guard",uncommon,,"R, W",Legendary Creature — Human Soldier,PIP,c44308cb-3703-5d7b-ad36-08fdaf92f3fc
"Desdemona, Freedom's Edge",rare,,"R, W",Legendary Creature — Human Rogue,PIP,2eebb8d0-85ea-5544-a634-4eb9b5858005
Elder Arthur Maxson,rare,,"B, W",Legendary Creature — Human Knight,PIP,13b11a52-aace-58bf-8d41-2d90a912aece
Elder Owyn Lyons,uncommon,,"U, W",Legendary Creature — Human Knight,PIP,a8daf465-ed63-5a7d-a940-2b113fe4896e
"Kellogg, Dangerous Mind",rare,,"B, R",Legendary Creature — Human Mercenary,PIP,311715ff-3b70-5c40-9ded-d861e3384ed9
"Legate Lanius, Caesar's Ace",uncommon,,"B, R",Legendary Creature — Human Soldier,PIP,c934c9a1-71b8-555b-9ba4-5f2422d5f48b
"MacCready, Lamplight Mayor",rare,,"B, W",Legendary Creature — Human Advisor,PIP,ef83c492-995b-5e62-9616-2924afa5556b
"Marcus, Mutant Mayor",rare,,"G, U",Legendary Creature — Mutant Advisor,PIP,c4326539-9a13-5816-89e9-0241995a17de
"Moira Brown, Guide Author",rare,,"R, W",Legendary Creature — Human Citizen,PIP,84a17e53-29ce-5219-b87e-365daea13a53
Paladin Elizabeth Taggerdy,rare,,"R, W",Legendary Creature — Human Knight,PIP,502b42ab-7796-5b6c-a929-52bf8aa51a17
"Raul, Trouble Shooter",uncommon,,"B, U",Legendary Creature — Zombie Mutant Rogue,PIP,08bd0415-c9e9-5a1f-9eb7-a7095c35d9ca
"Red Death, Shipwrecker",rare,,"R, U",Legendary Creature — Crab Mutant,PIP,ac551d1f-cfdd-51a3-af42-ec0c85ba07b7
Sentinel Sarah Lyons,rare,,"R, W",Legendary Creature — Human Knight,PIP,0a6bbaf0-ce9b-5346-9556-c4c06880306c
"Shaun, Father of Synths",rare,,"R, U",Legendary Creature — Human Scientist,PIP,f1accae0-74fd-5e3e-9c66-aaf64d13ea49
"Three Dog, Galaxy News DJ",rare,,"R, W",Legendary Creature — Human Bard,PIP,02a2319c-6224-51e8-bb37-fb1075ac116a
Mirri the Cursed,rare,,B,Legendary Creature - Vampire Cat,"PLC, PLST, TSR",438016fc-733d-5692-b94b-f62483f786e9
"Lavinia, Azorius Renegade",rare,,"U, W",Legendary Creature — Human Soldier,"PRM, PRNA, RNA, RVR, TSR",5a7d18d9-7625-5f2d-a932-909741023ac7
"Tomik, Distinguished Advokist",rare,,W,Legendary Creature — Human Advisor,"PWAR, RVR, WAR",f426d0db-3313-5b3e-b772-6be8f56685e1
Bruvac the Grandiloquent,mythic,,U,Legendary Creature — Human Advisor,"JMP, PLST, RVR",14982be3-e03e-51a2-8ee1-6cb74da07173
"Fblthp, the Lost",rare,,U,Legendary Creature — Homunculus,"PLST, PWAR, RVR, SLD, TSR, WAR",0893003b-e9d5-54ee-83cc-98b5343fa1e2
"Ilharg, the Raze-Boar",mythic,,R,Legendary Creature — Boar God,"PWAR, RVR, SLD, WAR",81d7a12c-ef85-5459-a9ab-f99255b604b8
Niv-Mizzet Reborn,mythic,,"B, G, R, U, W",Legendary Creature — Dragon Avatar,"MUL, PLST, PWAR, RVR, WAR",eda0dc88-fb38-5d9c-9772-60416c47dcb4
"Sygg, River Cutthroat",rare,,"B, U",Legendary Creature - Merfolk Rogue,"PLST, SHM, ZNC",8a45b4b4-890d-5f47-b357-244b5bb66766
"Olivia, Mobilized for War",mythic,,"B, R",Legendary Creature — Vampire Knight,"PLST, PSOI, SIR, SLD, SOI",2e7faa77-7ca4-5038-a45c-33bb127399ab
"Giada, Font of Hope",rare,,W,Legendary Creature — Angel,"PLST, PSNC, PWCS, SNC",71b42f72-5bfb-5d4f-8563-3e3b7f0c282f
The Gitrog Monster,mythic,,"B, G",Legendary Creature — Frog Horror,"PANA, PJ21, PLST, PSOI, SLD, SOI",02b2a314-ab60-5dbe-ba6d-1a7959d2ea8e
Celestial Kirin,rare,,W,Legendary Creature - Kirin Spirit,"PLST, PSAL, SOK",b11cd2ab-acc0-58ae-b8e6-a1e6ca8726af
"Rune-Tail, Kitsune Ascendant // Rune-Tail's Essence",rare,,W,Legendary Creature - Fox Monk,"PLST, SOK",b0fbb04d-0861-57b6-858c-0cc09ab65afe
Sakashima the Impostor,rare,,U,Legendary Creature - Human Rogue,"PLST, SLD, SOK",f77bd69d-3a33-59d8-b9e4-ca8d89f6fe9c
"Reki, the History of Kamigawa",rare,,G,Legendary Creature - Human Shaman,"PLST, SLD, SOK",531f8101-00c4-542b-860b-19acd2906eaf
"Alirios, Enraptured",uncommon,,U,Legendary Creature — Human,THB,af413de0-1e2f-5eb7-97b6-cdf4f7b1993b
"Atris, Oracle of Half-Truths",rare,,"B, U",Legendary Creature — Human Advisor,"MUL, PRM, PTHB, THB",dfdef194-7a62-5626-8924-40a25c155755
"Dalakos, Crafter of Wonders",rare,,"R, U",Legendary Creature — Merfolk Artificer,"PRM, PTHB, THB",f793d4f3-f6c9-5bc2-99c6-53a15f0cf5ca
Eutropia the Twice-Favored,uncommon,,"G, U",Legendary Creature — Human Wizard,"PLST, THB",21fb030f-30e5-57ed-9680-b99f7279c540
Gallia of the Endless Dance,rare,,"G, R",Legendary Creature — Satyr,"PRM, PTHB, THB",23688b6d-341f-5fb6-84b2-e6979d78cac6
Haktos the Unscarred,rare,,"R, W",Legendary Creature — Human Warrior,"PRM, PTHB, THB",df3d4450-0921-5d5b-9cc7-1717bcb031db
"Kroxa, Titan of Death's Hunger",mythic,,"B, R",Legendary Creature — Elder Giant,"MUL, PRM, PTHB, SLD, THB",bfeed138-46d7-5ff0-9717-962e331c22ee
"Kunoros, Hound of Athreos",rare,,"B, W",Legendary Creature — Hound,"PRM, PTHB, THB",939cfd55-3be9-58f1-a807-c71b0b222914
"Polukranos, Unchained",mythic,,"B, G",Legendary Creature — Zombie Hydra,"PRM, PTHB, THB",e5338395-ff6e-5959-b163-9c5842371ddc
"Siona, Captain of the Pyleas",uncommon,,"G, W",Legendary Creature — Human Soldier,"THB, WOC",b20c0aaf-5b35-5d82-8dad-0f0aa6e435eb
"Uro, Titan of Nature's Wrath",mythic,,"G, U",Legendary Creature — Elder Giant,"PLST, PRM, PTHB, SLD, THB",0b70248d-ff8a-555b-b003-4146ebe4370a
Starke of Rath,mythic,,R,Legendary Creature — Human Rogue,"PLST, TMP, TPR",3a440f87-59f0-5d0d-bca9-e12ba0ca40a1
Norin the Wary,rare,,R,Legendary Creature - Human Warrior,"PLST, TSP",ff3749ae-8091-5bdc-8d9a-b89eb72a88bd
"Ith, High Arcanist",rare,,"U, W",Legendary Creature - Human Wizard,"PLST, TSP, TSR",a93c28ea-df82-567b-8179-273d827caf57
"Mishra, Artificer Prodigy",rare,,"B, R, U",Legendary Creature - Human Artificer,"PLST, TSP",8aaabb76-19e5-5446-9927-ee74b0d55513
"Millicent, Restless Revenant",mythic,,"U, W",Legendary Creature — Spirit Soldier,"OVOC, PRM, VOC",226ae799-cdd7-56a2-9146-b8c64bd6dbe6
"Strefan, Maurer Progenitor",mythic,,"B, R",Legendary Creature — Vampire Noble,"OVOC, VOC",f5c3b227-20aa-559c-b4de-a3d1844f551c
"Donal, Herald of Wings",mythic,,U,Legendary Creature — Human Wizard,VOC,1bc09568-12dc-5093-827d-d226ab726725
"Rhoda, Geist Avenger",rare,,W,Legendary Creature — Human Soldier,"PRM, VOC",2b166593-1cab-5bbf-b570-4c27b4f84c79
"Timin, Youthful Geist",rare,,U,Legendary Creature — Spirit,"PRM, VOC",d5d365d0-9026-5386-be59-5d8fd9f5caa3
"Umbris, Fear Manifest",mythic,,"B, U",Legendary Creature — Nightmare Horror,VOC,f45b24b3-63a2-5e86-a936-b21a8d7d2166
"Tegwyll, Duke of Splendor",mythic,,"B, U",Legendary Creature — Faerie Noble,WOC,44050a5a-73c9-5fba-9015-73b8def08301
Ellivere of the Wild Court,mythic,,"G, W",Legendary Creature — Human Knight,WOC,f2347475-c4ba-55b8-a691-74423976e518
"Alela, Cunning Conqueror",mythic,,"B, U",Legendary Creature — Faerie Warlock,WOC,f15e8466-058b-5801-b19b-3c07d826297e
"Gylwain, Casting Director",mythic,,"G, W",Legendary Creature — Human Bard,WOC,9942fa0c-6aec-5b70-9b89-b8876768d694
"Korvold, Gleeful Glutton",mythic,,"B, G, R",Legendary Creature — Dragon Noble,WOC,1ff81355-401b-54c9-b5e5-13063485613d
"Brenard, Ginger Sculptor",mythic,,"G, U, W",Legendary Creature — Human Artificer,WOC,1ec15956-8502-5f53-ad3f-e9bfbec6849e
"Anowon, the Ruin Thief",mythic,,"B, U",Legendary Creature — Vampire Rogue,"PRM, SLD, ZNC",9d1768ff-93b1-54cb-be0f-849302a01aba
"Obuun, Mul Daya Ancestor",mythic,,"G, R, W",Legendary Creature — Elf Spirit,"PRM, ZNC",fa6f8492-7051-5ec0-bd9f-a6dbf5a438d7
